date,fi_value,fi_momentum,fi_size,fi_quality,fi_volatility,fi_liquidity
2022-01-31,0.31163826764252306,0.41360215754171026,0.05914320623405826,0.15743315610442016,0.05389043067338741,0.004292781803900772
2022-02-28,0.3190503250273789,0.4132484864709557,0.057233853373840106,0.1549761629916181,0.05242038458699346,0.0030707875492139254
2022-03-31,0.3186183372411301,0.4172734917451361,0.05658304534928166,0.1532359551989648,0.05156467718225985,0.002724493283227579
2022-04-30,0.31885788960099104,0.4171242169127841,0.05638524344633317,0.1532444107262075,0.05210216330799524,0.002286076005688932
2022-05-31,0.3184465654155577,0.415072085387306,0.057464701185910134,0.15298142294272227,0.05339054750610351,0.0026446775624002134
2022-06-30,0.3188834497844776,0.4165224988567745,0.05438128517065858,0.15381888534058008,0.05380422466367493,0.0025896561838342313
2022-07-31,0.31631983206309344,0.4164932451010659,0.05884755336753628,0.15336341918456875,0.053568784328311456,0.0014071659554241779
2022-08-31,0.31741288603762685,0.4172767020177752,0.055607234938624316,0.15399548524499465,0.05289616761450919,0.0028115241464698078
2022-09-30,0.3172336119566223,0.4160970947249033,0.054574744079543915,0.15582664711643332,0.05271537343971551,0.003552528682781578
2022-10-31,0.31836791249322655,0.41710565398972005,0.05395786307726765,0.15511495349928275,0.05270702791147305,0.002746589029029868
2022-11-30,0.32020259119670536,0.4150466777785132,0.05373609525425215,0.15530317571807353,0.05316612677806263,0.0025453332743930863
2022-12-31,0.3214511511626021,0.41514037014678745,0.05550030411137379,0.15209445325890006,0.052253886095411366,0.003559835224925192
2023-01-31,0.32443407586609374,0.41442110223323175,0.05478272331057696,0.14996806131890675,0.05286810017554015,0.0035259370956505385
2023-02-28,0.3233125002777053,0.4142479001089876,0.05384584193908644,0.15025962983170155,0.05345225136104878,0.004881876481470455
2023-03-31,0.3267913306870858,0.4148619020196803,0.05091722192547816,0.15078710305873527,0.05343101940702586,0.003211422901994661
2023-04-30,0.32830681818107627,0.41701492784429406,0.05061279652446808,0.14928082743714743,0.0516529557418437,0.0031316742711705206
2023-05-31,0.32256773431308916,0.41315349923147454,0.054713154400398034,0.151344176159303,0.05452673710115511,0.003694698794580349
2023-06-30,0.31834166595095503,0.4154776401102002,0.056780946171788006,0.1502475633870668,0.05545621378681322,0.0036959705931766795
2023-07-31,0.31968685852537515,0.4165279445422602,0.05419326039256561,0.15153403311742045,0.05585177662412763,0.002206126798250639
2023-08-31,0.32316062181342364,0.41350237988089994,0.054564709878947355,0.14837845957733733,0.05823301559323008,0.002160813256161579
2023-09-30,0.3223740812115214,0.4126794180880365,0.05462534324481063,0.15152718624385061,0.055795588855452646,0.002998382356328309
2023-10-31,0.32466894847680644,0.4125777089530327,0.056445706564888655,0.14975036430696947,0.05319710253657301,0.0033601691617296376
2023-11-30,0.32416453457129346,0.4114193623776692,0.056834939426511785,0.15180154613888008,0.052420428877006625,0.0033591886086388415
2023-12-31,0.3199155819124495,0.41392547507114136,0.05890150538675844,0.15199718392975606,0.052126827908268725,0.003133425791625876
2024-01-31,0.32101441951710596,0.41477007119148457,0.06037813673997247,0.15052486438249257,0.049554702082472785,0.00375780608647151
2024-02-29,0.3229021559500197,0.41377558528008157,0.06133372530984726,0.1473205062909616,0.05199526851504921,0.0026727586540406783
2024-03-31,0.32390556697117917,0.4118125773953245,0.062127343076294694,0.14936376625514272,0.05075053171779411,0.002040214584264777
2024-04-30,0.32257957934396353,0.4125841656941829,0.061158142041119405,0.14815766829683605,0.0520025205345659,0.0035179240893321883
2024-05-31,0.32073463420077775,0.41192898801426037,0.06151988702954824,0.1509553982529606,0.05079511396913726,0.004065978533315673
2024-06-30,0.3242754272690686,0.41067709514302886,0.06222913219149549,0.15092312876437647,0.04984657798099322,0.0020486386510373054
2024-07-31,0.3241302365464298,0.4065710820016726,0.0653511449264518,0.15036729297797524,0.05154800509272634,0.0020322384547442457
2024-08-31,0.3216111060859415,0.4069927544977575,0.06478942075906678,0.15253462684837701,0.051110552264379806,0.0029615395444774146
2024-09-30,0.32419391441338,0.40602312999159573,0.06466919046811129,0.14952129506160663,0.05186909142025781,0.0037233786450485656
2024-10-31,0.32374893746559485,0.40199683290522287,0.06775354447325753,0.15082794688138662,0.0523712693932999,0.0033014688812382834
2024-11-30,0.3218235724862845,0.4036723025824675,0.06622793357501074,0.15422399696623,0.0496478966261096,0.004404297763897784
2024-12-31,0.3230871894462119,0.402027785032507,0.06755097542873038,0.15299924693533568,0.05000118142211949,0.004333621735095485
