date,long_ret,short_ret,long_short,n_long,n_short,cum_long_short,cum_long,cum_short
2022-01-31,0.019080063366243828,-0.016558296346701765,0.03563835971294559,10,13,0.03563835971294549,0.019080063366243794,-0.016558296346701806
2022-02-28,0.02073141104327099,-0.019349757108538625,0.040081168151809614,11,10,0.07714795495306426,0.04020703104589218,-0.03558765444280054
2022-03-31,0.015494963421434652,-0.01775333963294824,0.033248303054382894,12,10,0.11296129659375254,0.05632500094266746,-0.052709194359685685
2022-04-30,0.024366876069484976,-0.019391561786336536,0.04375843785582151,10,10,0.16166274432668493,0.08206434132973617,-0.07107864254688834
2022-05-31,0.02004178671141215,-0.02269769214799127,0.04273947885940342,10,10,0.21131160462959175,0.10375084406669144,-0.09216301354805323
2022-06-30,0.017028448356470754,-0.0195724986078234,0.036600946964294154,11,10,0.25564675642787327,0.1225460083132921,-0.10993165170151453
2022-07-31,0.02041969525890298,-0.02437515869040079,0.04479485394930377,10,10,0.3118932694939769,0.14546805571714772,-0.13162720893659297
2022-08-31,0.02349825379686491,-0.014655759106018944,0.03815401290288385,10,10,0.3619472622254567,0.17238455480659054,-0.14435387137663958
2022-09-30,0.01853426188730812,-0.020497014554118113,0.03903127644142623,10,10,0.4151058023160221,0.19411383717801112,-0.16189206252820743
2022-10-31,0.02368765574549481,-0.025061746782716443,0.04874940252821125,10,10,0.4840913646931331,0.2223995946740156,-0.18289651143371022
2022-11-30,0.028655722548325442,-0.018024231360652766,0.04667995390897821,10,10,0.5533686811937211,0.2574283383021798,-0.19762417375722552
2022-12-31,0.02442059782754573,-0.018074105997859607,0.042494703825405336,11,10,0.6193786232327088,0.28813549004881644,-0.21212639949085765
2023-01-31,0.01970548003690833,-0.02396251771820747,0.0436679977551158,11,10,0.6900936453167172,0.3135188182328066,-0.2310058346027659
2023-02-28,0.01730168189771376,-0.014913287991177054,0.03221496988889082,10,10,0.7445399612100008,0.3362449029925316,-0.24247406605486976
2023-03-31,0.029064314881626224,-0.023306272511080854,0.05237058739270708,10,10,0.8359025437086192,0.37508194561207486,-0.260129171905606
2023-04-30,0.019574864756857463,-0.02136478649654095,0.040939651253398414,14,10,0.9110637535832771,0.40199898872702766,-0.27593635418286167
2023-05-31,0.017793732176682564,-0.019842555999902,0.03763628817658456,12,10,0.9829890997369628,0.4269457832444161,-0.2903036276224815
2023-06-30,0.02225883507408038,-0.019990195449387158,0.04224903052346754,10,11,1.066768466739453,0.458707934093308,-0.3044905968160292
2023-07-31,0.02234342401232461,-0.02045560067262324,0.04279902468494785,10,11,1.1552241413655069,0.4913004639748968,-0.318717659431615
2023-08-31,0.01762850002318649,-0.024187526617794816,0.0418160266409813,11,10,1.245347051478133,0.5175898542386561,-0.33519619417834634
2023-09-30,0.02789991509197806,-0.020994645490712723,0.04889456058269079,10,10,1.3551323089157967,0.559930482316362,-0.3491535144024486
2023-10-31,0.016847808946800207,-0.01973174211540471,0.03657955106220492,10,11,1.4412819914680308,0.586211893052718,-0.3619958494129769
2023-11-30,0.01420019611154592,-0.019249855683478635,0.033450051795024555,10,12,1.522943000528897,0.6087364130085331,-0.37427733723723744
2023-12-31,0.021004316739428867,-0.021024185113589486,0.04202850185301835,11,10,1.6289785151016858,0.642526822177617,-0.38743264632892993
2024-01-31,0.017189363056227862,-0.0180167921072806,0.03520615516350846,10,10,1.721534740625886,0.6707608120536204,-0.3984691449917286
2024-02-29,0.014882331287135056,-0.01662687119062312,0.03150920247775817,12,10,1.8072881298185202,0.6956256279601651,-0.4084707210351365
2024-03-31,0.022328421292750956,-0.022431993878204954,0.044760415170955914,10,12,1.9329435120136935,0.7334862713360453,-0.4217399021996553
2024-04-30,0.01825184134227491,-0.023967735521440884,0.042219576863715795,10,12,2.056771146056092,0.7651255877294827,-0.4355994872863366
2024-05-31,0.021049023569877374,-0.020065157066278278,0.041114180636155656,10,10,2.1824477871184307,0.8022797578293943,-0.4469242722222242
2024-06-30,0.021393131533266517,-0.01827418692746554,0.03966731846073206,10,11,2.3086869569747095,0.8408361657483823,-0.45703128145667926
2024-07-31,0.02221224698908944,-0.02083740022401712,0.04304964721310656,10,12,2.451124763211078,0.881725273328434,-0.46834533795408817
2024-08-31,0.015221163041413693,-0.021067364038688318,0.03628852708010201,10,10,2.576360997637674,0.9103673205129148,-0.4795459002622753
2024-09-30,0.014879702815371952,-0.018816981739436533,0.03369668455480848,12,10,2.6968725060291914,0.9387930185103455,-0.48933927555325496
2024-10-31,0.026452051402458543,-0.02248605412109761,0.04893810552355615,10,13,2.877790442836382,0.990078071094709,-0.5008220202406835
2024-11-30,0.02240306335281875,-0.02077326215917901,0.043176325511997765,11,10,3.0452191852635995,1.0346619161984991,-0.5111915752783129
2024-12-31,0.0257667197626128,-0.01802583791730779,0.04379255767992059,10,12,3.222369679762177,1.0870884796048466,-0.5200027567149608
